cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength,converted_strength,converted_age,cement_normalized,slag_normalized,ash_normalized,water_normalized,superplastic_normalized,coarseagg_normalized,fineagg_normalized
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,5,5,0.265296803652968,0.1519198664440735,0.6186906546726637,0.15175718849840258,0.3695652173913043,0.7985465116279071,0.49849473156046176
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,4,5,0.6506849315068493,0.05564830272676684,0.4697651174412794,0.28115015974440905,0.3602484472049689,0.3982558139534884,0.6297039638735573
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15,4,12,0.634703196347032,0.2643294379521425,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,2,4,0.2545662100456621,0.0,0.8705647176411794,0.29872204472843444,0.36335403726708065,0.7052325581395347,0.44631209232313096
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28,32.84,3,5,0.1324200913242009,0.5230940456316083,0.7296351824087957,0.6485623003194889,0.3416149068322981,0.08139534883720945,0.29101856497742107
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59,2,11,0.5022831050228309,0.0,0.0,0.6485623003194889,0.0,0.5029069767441863,0.5168088309081786
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,3,4,0.1632420091324201,0.13939899833055094,0.8670664667666167,0.3434504792332269,0.20186335403726705,0.5965116279069771,0.5005017561465128
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,1,3,0.3424657534246575,0.0,0.0,0.5127795527156549,0.0,0.9011627906976742,0.4766683391871551
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84,2,5,0.4515981735159817,0.0,0.5987006496751625,0.7164536741214058,0.3074534161490683,0.22441860465116292,0.33517310587054694
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4,5,5,0.9801369863013696,0.0,0.0,0.15974440894568698,0.8757763975155278,0.14854651162790722,0.751881585549423
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.3,4,13,0.22054794520547943,0.3683917640511965,0.0,0.560702875399361,0.0,0.5156976744186048,0.5807827395885601
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35,2,5,0.0319634703196347,0.48135781858653315,0.0,0.560702875399361,0.0,0.3162790697674418,0.7473657802308076
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26,5,14,0.4611872146118721,0.211463550361714,0.0,0.8482428115015974,0.0,0.3808139534883721,0.19066733567486205
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.45,3,5,0.5228310502283104,0.0,0.0,0.560702875399361,0.0,0.5145348837209305,0.5795283492222778
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7,5,5,0.4207762557077626,0.5589872008903729,0.0,0.1829073482428114,0.3478260869565217,0.5918604651162793,0.5260913196186656
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13,1,3,0.5639269406392693,0.0,0.0,0.560702875399361,0.0,0.7151162790697674,0.5318615153035624
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,5,5,0.9543378995433789,0.0,0.0,0.3849840255591055,0.16149068322981364,0.15697674418604635,0.6547917711991971
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4,3,5,0.34269406392694063,0.27017250973845297,0.3778110944527736,0.575079872204473,0.2577639751552795,0.10029069767441845,0.5704967385850475
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24,1,3,0.35045662100456615,0.47384529771841966,0.0,0.5103833865814695,0.0,0.655813953488372,0.3268941294530858
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,4,5,0.7853881278538812,0.06677796327212021,0.3948025987006497,0.3210862619808308,0.3602484472049689,0.4825581395348837,0.29603612644254906
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,3,9,0.16073059360730596,0.03784084585420145,0.8615692153923039,0.2795527156549522,0.1273291925465838,0.5968023255813955,0.6583040642247868
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34,3,6,0.2025114155251141,0.0,0.6266866566716642,0.3218849840255591,0.24223602484472045,0.8401162790697674,0.5268439538384346
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42,5,5,0.5022831050228309,0.41457985531441294,0.0,0.5127795527156549,0.24844720496894407,0.43604651162790686,0.28850978424485696
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03,5,5,0.7853881278538812,0.06677796327212021,0.3948025987006497,0.3210862619808308,0.3602484472049689,0.4825581395348837,0.29603612644254906
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,4,6,0.1735159817351598,0.3611574846967168,0.592703648175912,0.46405750798722045,0.11180124223602483,0.5997093023255813,0.38334169593577516
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47,1,2,0.2513698630136986,0.0,0.607696151924038,0.46725239616613434,0.17701863354037264,0.7459302325581394,0.46487706974410425
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,44.28,4,5,0.3972602739726027,0.3227601558152477,0.44977511244377816,0.464856230031949,0.2795031055900621,0.20058139534883734,0.4365278474661316
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85,4,7,0.6643835616438356,0.0,0.0,0.560702875399361,0.0,0.405813953488372,0.4806823883592575
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58,1,5,0.31073059360730587,0.0,0.0,0.5103833865814695,0.0,0.9238372093023255,0.489964877069744
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03,1,2,0.29223744292237447,0.0,0.5912043978010995,0.5886581469648562,0.14285714285714282,0.6639534883720932,0.4129453085800301
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.6,4,2,0.6573059360730593,0.5258764607679466,0.0,0.19249201277955286,0.6832298136645962,0.417732558139535,0.4059207225288508
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38,4,7,0.12557077625570773,0.6566499721758488,0.0,0.560702875399361,0.0,0.3906976744186048,0.46964375313597606
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2,1,3,0.4429223744292237,0.0,0.0,0.560702875399361,0.0,0.8255813953488373,0.4290015052684395
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48,2,5,0.29223744292237447,0.0,0.5912043978010995,0.5886581469648562,0.14285714285714282,0.6639534883720932,0.4129453085800301
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49,5,5,0.58675799086758,0.0528658875904285,0.704647676161919,0.25718849840255587,0.3385093167701863,0.4098837209302326,0.5193176116407427
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4,5,6,0.6210045662100456,0.5264329437952143,0.0,0.3857827476038338,0.31366459627329185,0.3636627906976746,0.40817862518815873
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68,1,3,0.0,0.4257095158597663,0.0,0.560702875399361,0.0,0.25,0.873055694932263
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85,1,2,0.228310502283105,0.030606566499721762,0.704647676161919,0.6725239616613419,0.05279503105590062,0.4098837209302326,0.5193176116407427
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53,2,4,0.5662100456621004,0.0,0.0,0.6485623003194889,0.0,0.5029069767441863,0.45408931259407925
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88,3,5,0.3059360730593607,0.4368391764051197,0.0,0.560702875399361,0.0,0.49883720930232567,0.3891118916206724
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71,1,3,0.3424657534246575,0.0,0.0,0.5047923322683707,0.0,0.9011627906976742,0.4766683391871551
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,5,9,0.34315068493150686,0.0,0.49375312343828087,0.19568690095846653,0.4409937888198757,0.5430232558139534,0.7400903161063723
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.87,4,5,0.5353881278538812,0.0,0.0,0.48003194888178924,0.10559006211180123,0.5372093023255813,0.5589563472152534
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,5,6,0.5949771689497718,0.5258764607679466,0.0,0.34424920127795544,0.3602484472049689,0.417732558139535,0.4059207225288508
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,5,6,0.265296803652968,0.1519198664440735,0.6186906546726637,0.15175718849840258,0.3695652173913043,0.7985465116279071,0.49849473156046176
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,5,5,0.4863013698630137,0.38119087367835286,0.0,0.18530351437699677,0.18322981366459626,0.9563953488372094,0.37882589061716
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88,3,5,0.13013698630136988,0.5815247634947135,0.8045977011494253,0.6325878594249201,0.21739130434782605,0.1366279069767442,0.18815855494229816
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79,2,5,0.12054794520547946,0.510294936004452,0.0,0.5710862619808308,0.2826086956521739,0.2215116279069771,0.6866532865027597
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44,2,5,0.40867579908675794,0.0,0.0,0.5127795527156549,0.0,0.8808139534883721,0.45158053186151537
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,2,4,0.2963470319634703,0.0,0.607696151924038,0.41693290734824284,0.20807453416149066,0.7424418604651164,0.4628700451580532
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1,5,8,0.4949771689497717,0.5912632164718977,0.0,0.2707667731629393,0.4440993788819875,0.14854651162790722,0.7185148018063219
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91,5,14,0.37442922374429216,0.31719532554257096,0.0,0.8482428115015974,0.0,0.3808139534883721,0.19066733567486205
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33,3,11,0.39954337899543374,0.0,0.0,0.5527156549520766,0.0,0.48546511627906996,0.6573005519317612
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,3,5,0.14794520547945206,0.6961602671118531,0.0,0.6525559105431309,0.0,0.507558139534884,0.24736578023080802
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.46,3,5,0.13196347031963473,0.6956037840845855,0.0,0.3722044728434506,0.3788819875776397,0.7218023255813955,0.23632714500752638
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45,2,3,0.6735159817351597,0.0,0.0,0.5103833865814695,0.0,0.6965116279069767,0.35198193677872536
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,4,9,0.2963470319634703,0.0,0.607696151924038,0.41693290734824284,0.20807453416149066,0.7424418604651164,0.4628700451580532
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03,1,5,0.14292237442922373,0.0,0.751624187906047,0.4776357827476039,0.36335403726708065,0.6462209302325581,0.33843452082288006
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.29,2,5,0.04703196347031963,0.5116861435726211,0.0,0.6525559105431309,0.0,0.4569767441860466,0.5170597089814353
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07,2,5,0.07853881278538816,0.44963828603227607,0.6286856571714143,0.3977635782747604,0.3229813664596273,0.35348837209302353,0.42749623682890103
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93,4,11,0.2009132420091324,0.528658875904285,0.0,0.8482428115015974,0.0,0.3808139534883721,0.19066733567486205
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89,5,6,0.5385844748858446,0.5258764607679466,0.0,0.4241214057507987,0.29503105590062106,0.417732558139535,0.4059207225288508
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49,3,7,0.5639269406392693,0.0,0.0,0.560702875399361,0.0,0.7151162790697674,0.5318615153035624
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28,22.93,2,5,0.1872146118721461,0.23928770172509742,0.9495252373813095,0.7284345047923322,0.18633540372670804,0.35465116279069786,0.07275464124435538
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0,3,3,0.7351598173515981,0.061213132999443524,0.6596701649175413,0.4488817891373802,0.26397515527950305,0.06104651162790686,0.39136979427997987
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2,5,5,0.6335616438356164,0.4207011686143573,0.0,0.25638977635782756,0.49378881987577633,0.9688953488372092,0.027596588058203864
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,1,2,0.2511415525114155,0.0,0.623688155922039,0.2971246006389776,0.24223602484472045,0.8267441860465121,0.5155544405418968
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36,3,5,0.1232876712328767,0.6761268781302171,0.0,0.464856230031949,0.3416149068322981,0.6424418604651163,0.2609131961866533
136.0,196.0,98.0,199.0,6.0,847.0,783.0,28,26.97,2,5,0.0776255707762557,0.545353366722315,0.4897551224387806,0.6166134185303513,0.18633540372670804,0.13372093023255838,0.474159558454591
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,5,9,0.33059360730593607,0.0,0.6251874062968515,0.17172523961661357,0.3726708074534161,0.8308139534883718,0.5190667335674861
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96,1,3,0.2317351598173516,0.377573734001113,0.0,0.5103833865814695,0.0,0.8000000000000003,0.41470145509282474
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7,1,2,0.6461187214611872,0.0,0.0,0.5127795527156549,0.0,0.47965116279069786,0.4239839438033117
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,1,2,0.18127853881278538,0.0,0.8345827086456772,0.3817891373801916,0.23602484472049687,0.7401162790697673,0.4611138986452583
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94,2,7,0.34703196347031967,0.0,0.0,0.6086261980830672,0.0,0.48546511627906996,0.674862017059709
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64,2,2,0.58675799086758,0.0528658875904285,0.704647676161919,0.25718849840255587,0.3385093167701863,0.4098837209302326,0.5193176116407427
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34,3,9,0.29223744292237447,0.0,0.5912043978010995,0.5886581469648562,0.14285714285714282,0.6639534883720932,0.4129453085800301
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.0,2,3,0.639269406392694,0.0,0.0,0.5127795527156549,0.0,0.7151162790697674,0.3637732062217762
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75,2,5,0.2712328767123288,0.4095715080690039,0.0,0.5103833865814695,0.0,0.7383720930232558,0.3770697441043651
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,36.8,3,5,0.4824200913242009,0.0,0.5647176411794104,0.4528753993610224,0.24844720496894407,0.5840116279069769,0.23758153537380844
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,5,6,0.14931506849315068,0.36143572621035064,0.6426786606696652,0.42891373801916943,0.24223602484472045,0.5968023255813955,0.38283993978926256
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.87,2,5,0.0958904109589041,0.47301057317751816,0.6646676661669165,0.560702875399361,0.24844720496894407,0.03779069767441845,0.5293527345709987
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76,3,7,0.4748858447488585,0.0,0.0,0.560702875399361,0.0,0.6133720930232558,0.5920722528850979
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9,5,6,0.7374429223744292,0.29577072899276574,0.0,0.23642172523961658,0.577639751552795,0.3924418604651163,0.5260913196186656
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33,1,2,0.014383561643835613,0.45186421814134675,0.0,0.6525559105431309,0.0,0.3988372093023256,0.6397390868038133
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,1,2,0.2577625570776256,0.1496939343350028,0.6091954022988506,0.26996805111821076,0.29813664596273287,0.6200581395348834,0.4681384846964376
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3,5,6,0.8378995433789953,0.3260990539788537,0.0,0.12779552715654963,1.0,0.14854651162790722,0.6184144505770195
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83,2,5,0.4748858447488585,0.0,0.0,0.560702875399361,0.0,0.6133720930232558,0.5920722528850979
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51,5,3,0.9589041095890409,0.0,0.0,0.19329073482428116,0.0,0.2761627906976747,0.7576517812343202
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47,1,2,0.3059360730593607,0.0,0.0,0.5766773162939298,0.0,0.48546511627906996,0.7300551931761163
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0,1,2,0.25502283105022827,0.27295492487479134,0.12243878060969515,0.4784345047923322,0.21428571428571427,0.769767441860465,0.48018063221274465
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73,1,2,0.3383561643835616,0.4641068447412355,0.0,0.6525559105431309,0.0,0.5133720930232557,0.25112895132965396
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.58,2,5,0.10730593607305933,0.4257095158597663,0.9695152423788106,0.560702875399361,0.24844720496894407,0.3895348837209305,0.07275464124435538
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7,5,6,0.7694063926940637,0.4924874791318865,0.0,0.5127795527156549,0.34472049689440987,0.2438953488372091,0.28575012543903666
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05,4,5,0.48173515981735154,0.4034501947690596,0.0,0.4488817891373802,0.24844720496894407,0.5843023255813953,0.23833416959357745
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.54,4,7,0.7431506849315068,0.13216471897607124,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,2,5,0.14383561643835613,0.0,0.7176411794102948,0.3354632587859425,0.0,0.5947674418604652,0.7699448068238837
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.43,5,5,0.5034246575342465,0.4134668892598776,0.0,0.5111821086261983,0.26397515527950305,0.43604651162790686,0.289764174611139
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,48.79,4,7,0.6643835616438356,0.0,0.0,0.560702875399361,0.0,0.4040697674418605,0.41144004014049185
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,5,8,0.5949771689497718,0.5258764607679466,0.0,0.34424920127795544,0.3602484472049689,0.417732558139535,0.4059207225288508
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32,1,2,0.04703196347031963,0.5116861435726211,0.0,0.6525559105431309,0.0,0.4569767441860466,0.5170597089814353
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,4,5,0.25502283105022827,0.0,0.873063468265867,0.2635782747603834,0.31677018633540366,0.7340116279069768,0.4576016056196688
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25,1,5,0.2237442922374429,0.0,0.0,0.464856230031949,0.0,0.941860465116279,0.6297039638735573
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23,2,7,0.014383561643835613,0.45186421814134675,0.0,0.6525559105431309,0.0,0.3988372093023256,0.6397390868038133
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23,4,5,0.25525114155251144,0.27295492487479134,0.12243878060969515,0.4784345047923322,0.20807453416149066,0.7703488372093026,0.48043151028600106
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,3,5,0.4301369863013698,0.0,0.4807596201899051,0.36980830670926523,0.2919254658385093,0.465697674418605,0.6798795785248368
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,26.86,2,5,0.11643835616438353,0.6649972175848637,0.0,0.6246006389776357,0.18633540372670804,0.5843023255813953,0.2257902659307578
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35,3,6,0.291552511415525,0.0,0.5907046476761619,0.5862619808306708,0.18944099378881984,0.660174418604651,0.4104365278474662
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,3,5,0.34109589041095895,0.0,0.5912043978010995,0.5678913738019169,0.18012422360248445,0.7052325581395347,0.40215755143000487
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,20.77,2,4,0.5022831050228309,0.0,0.0,0.6485623003194889,0.0,0.5029069767441863,0.5168088309081786
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11,5,12,0.9657534246575341,0.0,0.0,0.5367412140575081,0.0,0.941860465116279,0.04766683391871562
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4,5,6,0.6573059360730593,0.5258764607679466,0.0,0.19249201277955286,0.6832298136645962,0.417732558139535,0.4059207225288508
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,4,4,0.34315068493150686,0.0,0.49375312343828087,0.19568690095846653,0.4409937888198757,0.5430232558139534,0.7400903161063723
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8,3,2,0.8515981735159817,0.330550918196995,0.0,0.4736421725239617,0.2763975155279503,0.14854651162790722,0.47039638735574507
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77,4,5,0.3605022831050228,0.2799109627156372,0.39180409795102455,0.389776357827476,0.3229813664596273,0.3915697674418608,0.4237330657300551
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24,1,3,0.4748858447488585,0.0,0.0,0.560702875399361,0.0,0.6133720930232558,0.5920722528850979
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73,5,12,0.37442922374429216,0.31719532554257096,0.0,0.8482428115015974,0.0,0.3808139534883721,0.19066733567486205
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28,28.63,2,5,0.3079908675799086,0.255147468002226,0.35732133933033483,0.9992012779552717,0.18633540372670804,0.15087209302325588,0.25439036628198686
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91,5,5,0.6027397260273972,0.52031163049527,0.0,0.555111821086262,0.20496894409937885,0.06773255813953494,0.4086803813346713
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62,1,2,0.5273972602739725,0.0,0.0,0.560702875399361,0.0,0.37848837209302344,0.6236828901154039
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,61.23,5,5,0.5114155251141552,0.46188091263216474,0.0,0.41693290734824284,0.2795031055900621,0.23546511627906996,0.4917210235825389
145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,32.72,3,5,0.10022831050228309,0.6413466889259878,0.0,0.6445686900958467,0.10559006211180123,0.07558139534883734,0.6969392875062719
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66,1,3,0.07077625570776253,0.5564830272676684,0.0,0.560702875399361,0.0,0.3674418604651164,0.6151530356246864
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,3,6,0.34109589041095895,0.0,0.5912043978010995,0.5327476038338659,0.18012422360248445,0.6610465116279074,0.4106874059207226
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16,5,12,0.9086757990867578,0.0,0.0,0.6246006389776357,0.0,0.941860465116279,0.04766683391871562
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.46,1,5,0.12054794520547946,0.0,0.7136431784107947,0.5710862619808308,0.2826086956521739,0.7162790697674422,0.2576517812343202
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86,4,10,0.5639269406392693,0.0,0.0,0.560702875399361,0.0,0.7412790697674421,0.5393878575012543
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5,5,5,0.6573059360730593,0.5258764607679466,0.0,0.19249201277955286,0.6832298136645962,0.417732558139535,0.4059207225288508
162.0,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76,3,5,0.136986301369863,0.5289371174179188,0.7401299350324838,0.45527156549520775,0.5838509316770186,0.1078488372093025,0.36979427997992964
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,5,9,0.39977168949771696,0.0,0.48675662168915546,0.3099041533546325,0.3664596273291925,0.5026162790697675,0.706472654290015
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91,3,5,0.1461187214611872,0.7234279354479689,0.0,0.48881789137380194,0.4037267080745341,0.16860465116279055,0.584545910687406
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58,4,5,0.39954337899543374,0.3249860879243183,0.45477261369315347,0.549520766773163,0.21739130434782605,0.42296511627906996,0.17962870045158064
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,3,2,0.7374429223744292,0.29577072899276574,0.0,0.25319488817891367,0.5124223602484471,0.14854651162790722,0.7353236327145007
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0,5,5,0.7694063926940637,0.4924874791318865,0.0,0.5127795527156549,0.34472049689440987,0.2438953488372091,0.28575012543903666
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64,4,2,1.0,0.0,0.0,0.40894568690095845,0.0,0.941860465116279,0.04766683391871562
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94,4,5,0.8630136986301369,0.0,0.0,0.560702875399361,0.0,0.3930232558139535,0.2965378825890619
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42,3,5,0.639269406392694,0.0,0.0,0.5127795527156549,0.0,0.7151162790697674,0.3637732062217762
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.23,4,7,0.8515981735159817,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.72,2,5,0.09360730593607308,0.4702281580411798,0.7146426786606697,0.5527156549520766,0.24844720496894407,0.4825581395348837,0.12293025589563467
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86,5,7,0.2317351598173516,0.8494713411240958,0.0,0.6525559105431309,0.0,0.4720930232558138,0.09031610637230303
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.9,5,8,0.6210045662100456,0.5264329437952143,0.0,0.3857827476038338,0.31366459627329185,0.3636627906976746,0.40817862518815873
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37,1,3,0.1824200913242009,0.7590428491930997,0.0,0.5103833865814695,0.0,0.6145348837209301,0.30180632212744607
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28,26.23,2,5,0.11643835616438353,0.4034501947690596,0.5647176411794104,0.4488817891373802,0.24844720496894407,0.19186046511627897,0.5770195684897141
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,3,5,0.7947488584474884,0.1391207568169171,0.0,0.6246006389776357,0.09316770186335402,0.9401162790697679,0.048168590065228445
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54,1,5,0.31050228310502287,0.0,0.0,0.5127795527156549,0.0,0.9244186046511627,0.489212242849975
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91,5,7,0.634703196347032,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.19066733567486205
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7,5,8,0.8378995433789953,0.3260990539788537,0.0,0.12779552715654963,1.0,0.14854651162790722,0.6184144505770195
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,5,5,0.9726027397260273,0.0,0.0,0.5047923322683707,0.21428571428571427,0.3459302325581395,0.3161063723030608
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91,2,5,0.310958904109589,0.44184752365052876,0.0,0.5103833865814695,0.0,0.6965116279069767,0.35198193677872536
