cement,water,superplastic,age,cement_slag,cement_ash,water_fineagg,ash_superplastic,strength
266.0,228.0,0.0,270,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,51.73
236.9,246.9,6.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,28.63
366.0,191.3,6.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,65.91
333.0,192.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,15.62
326.0,174.0,9.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,61.23
145.9,202.5,3.4,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.72
133.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,13.66
251.4,188.5,5.8,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,36.97
500.0,200.0,0.0,270,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,55.16
154.8,193.3,9.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,12.46
349.0,192.0,0.0,120,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.86
389.9,145.9,22.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,74.5
162.0,178.8,18.8,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.76
277.1,160.6,11.8,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,55.64
166.0,183.0,13.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.91
277.0,190.6,7.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,43.58
425.0,153.5,16.5,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.4
439.0,186.0,11.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,66.0
540.0,173.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,41.64
480.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,43.94
382.0,186.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.42
475.0,228.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.23
143.0,191.0,8.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.72
203.5,203.5,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,51.86
374.0,170.1,10.1,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,64.9
181.9,185.7,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,12.37
153.0,178.0,8.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.23
450.1,200.0,3.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.38
238.0,186.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.54
380.0,228.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,52.91
469.0,137.8,32.2,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,70.7
528.0,185.0,6.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,56.83
238.2,185.7,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.91
186.2,185.7,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.6
212.6,159.4,10.4,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.4
475.0,228.0,0.0,270,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.13
425.0,153.5,16.5,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.4
198.6,192.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,9.13
491.0,201.0,3.9,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.92
277.1,160.6,11.8,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,51.04
342.0,228.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,52.12
387.0,157.0,13.9,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,45.9
152.6,200.0,6.3,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.86
281.0,185.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,22.44
198.6,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,38.07
491.0,210.0,3.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,55.55
290.4,168.1,9.4,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,34.67
144.0,158.0,18.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,15.42
246.8,143.3,12.0,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.22
252.5,185.7,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,19.77
236.0,193.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.1
540.0,173.0,0.0,270,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,74.17
295.0,185.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,14.8
150.7,166.7,15.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,13.46
218.9,158.5,11.3,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,30.22
233.8,197.9,4.6,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,22.14
249.1,158.1,12.8,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,51.06
339.0,185.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.84
505.0,195.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,64.02
230.0,195.5,4.6,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.54
374.0,170.1,10.1,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,34.4
139.6,192.0,0.0,360,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,44.7
148.1,158.1,16.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.96
190.3,161.9,9.9,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.39
376.0,214.6,0.0,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.62
251.4,188.5,6.4,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.66
157.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,16.89
304.0,228.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,47.81
167.4,175.5,7.8,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.81
304.0,214.0,6.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.42
182.0,170.2,8.2,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,7.32
252.0,185.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,19.69
323.7,183.8,10.3,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,28.3
350.0,203.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.35
213.5,159.2,11.7,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,52.96
286.3,144.7,11.2,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,76.8
143.7,191.6,8.5,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.87
236.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,47.78
213.7,154.8,10.2,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.73
181.4,169.6,7.6,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,45.37
249.1,158.1,12.8,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.03
193.5,185.7,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.63
194.7,170.2,7.5,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.27
289.0,195.0,6.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,46.24
298.0,201.0,6.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,53.52
192.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,50.73
213.5,159.2,11.7,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,51.26
190.0,228.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.86
173.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.1
213.5,154.6,11.7,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.37
173.8,172.3,9.7,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.81
284.0,168.0,7.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.93
135.7,185.7,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,7.51
246.8,143.3,12.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,52.5
136.0,172.0,10.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.07
139.6,192.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,8.06
250.0,187.4,5.5,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.92
475.0,228.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.62
149.0,193.0,6.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,23.69
277.0,191.0,0.0,360,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.7
225.0,181.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,11.17
289.0,194.9,5.5,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,46.25
480.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,54.32
153.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.32
231.8,174.0,6.7,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.7
225.0,181.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.34
190.3,166.6,9.9,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,19.42
172.4,156.8,4.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.69
266.0,228.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,48.7
212.5,159.3,8.7,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.64
172.4,156.8,4.1,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.85
388.6,157.9,12.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,50.7
277.0,191.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.97
141.3,203.5,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,4.83
339.0,197.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.17
289.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.07
154.8,193.3,9.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,9.74
480.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,43.89
198.6,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,28.02
194.7,165.6,7.5,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.72
349.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,9.01
366.0,191.0,7.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,65.91
236.0,194.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,21.95
305.3,203.5,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,43.38
213.8,181.7,6.7,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,47.13
218.2,140.8,11.9,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.96
238.2,185.7,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,15.69
159.0,176.0,11.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.76
102.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.46
170.3,185.7,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,10.73
425.0,153.5,16.5,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,49.2
342.0,228.0,0.0,365,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,56.14
173.5,164.8,6.5,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,23.08
330.5,194.9,8.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,56.62
318.8,155.7,14.3,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,55.5
304.8,196.0,9.8,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,30.12
266.0,178.0,10.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.42
165.0,175.1,8.1,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.09
362.6,164.9,11.6,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.3
139.6,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.36
150.0,174.0,12.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.43
310.0,167.9,10.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,45.3
148.0,181.0,15.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,15.52
203.5,203.5,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,41.68
212.0,159.0,7.8,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.35
102.0,192.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,4.57
305.3,203.5,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,54.6
183.9,203.5,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.05
296.0,221.0,11.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.42
275.1,159.5,9.9,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,58.61
424.0,178.0,8.5,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,65.7
166.1,176.5,4.5,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,10.76
297.8,201.3,6.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,53.52
321.3,190.5,4.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,57.22
333.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,41.68
102.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.28
388.6,157.9,12.1,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,57.6
480.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,54.28
362.6,164.9,11.6,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.3
134.7,180.2,10.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,13.29
250.0,187.4,5.5,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,13.82
284.0,179.0,5.5,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,44.52
393.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,27.74
475.0,181.1,8.9,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,74.19
212.5,159.3,8.7,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.92
251.4,188.5,5.8,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.22
275.1,159.5,9.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,51.33
166.8,203.5,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,6.9
173.8,172.3,9.7,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,15.82
374.0,170.1,10.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,61.09
168.0,121.8,5.7,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.24
425.0,153.5,16.5,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,60.29
331.0,192.0,0.0,120,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.38
525.0,189.0,0.0,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,48.4
446.0,162.0,10.3,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,53.39
300.0,212.0,10.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,23.84
213.8,181.7,6.7,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.84
255.0,192.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,8.2
275.1,159.5,9.9,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,38.77
382.5,185.7,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.44
359.0,154.0,10.9,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.75
190.3,166.6,9.9,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.72
290.2,185.7,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.04
380.0,228.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.56
165.0,175.1,8.1,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,55.02
375.0,126.6,23.4,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,45.7
331.0,192.0,0.0,360,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,41.24
277.0,191.0,7.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,43.57
321.0,182.0,11.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.26
313.3,175.5,8.6,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,64.9
522.0,146.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,74.99
446.0,162.0,11.6,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,56.14
339.2,185.7,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,21.18
286.3,144.7,11.2,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,38.0
288.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,50.53
212.6,159.4,10.4,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.37
400.0,187.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,43.7
155.2,193.8,9.2,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,28.99
349.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.72
334.0,189.0,15.3,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,44.33
168.0,121.8,5.7,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.23
362.6,164.9,11.6,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,77.3
255.5,185.7,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.05
427.5,228.0,0.0,365,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,43.7
439.0,186.0,11.1,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.3
261.9,195.4,5.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.72
252.0,185.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,19.69
485.0,146.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,71.99
194.7,165.6,7.5,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,12.45
148.0,171.0,2.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.92
288.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,38.8
359.0,154.0,10.9,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,66.78
356.0,193.0,11.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.87
382.0,186.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,11.47
439.0,186.0,11.1,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,73.3
264.5,195.5,5.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,41.54
190.7,162.1,7.8,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,21.06
173.8,172.3,9.7,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,50.94
317.9,209.7,5.7,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.06
288.4,177.4,7.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.14
425.0,153.5,16.5,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,65.2
359.0,154.0,10.9,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.12
237.5,228.0,0.0,365,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.0
133.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,27.87
427.5,228.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.43
162.0,216.0,10.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.84
251.8,146.1,12.4,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,44.14
425.0,153.5,16.5,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,64.3
491.0,210.0,3.9,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.49
275.0,162.0,10.4,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,76.24
145.4,201.7,7.8,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,10.54
362.6,164.9,11.6,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,79.3
277.2,160.7,11.2,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,30.45
212.5,159.3,8.7,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,13.54
218.9,158.5,11.3,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,46.23
297.2,174.8,9.5,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,36.99
333.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.97
280.0,172.0,9.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,52.82
178.0,179.9,3.6,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,49.99
339.0,185.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.65
500.0,200.0,0.0,1,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,12.64
362.6,164.9,11.6,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,22.9
375.0,126.6,23.4,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.0
382.0,185.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.0
451.0,165.0,11.3,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,78.8
251.8,146.1,12.4,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.94
212.0,203.5,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.7
153.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,8.37
318.8,155.7,14.3,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.2
296.0,186.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.18
313.8,169.9,10.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,38.46
164.0,181.0,13.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,15.09
297.2,174.8,9.5,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,51.96
231.8,174.0,6.7,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,15.44
203.5,203.5,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,19.54
425.0,153.5,16.5,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,64.3
310.0,168.0,22.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.69
349.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.66
480.0,192.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.39
298.1,163.6,12.8,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.87
446.0,162.0,11.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,51.02
381.4,185.7,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,14.54
475.0,162.0,9.5,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,58.52
